cell_id,module,family,K,correction,rho,theta,design,R,J0,Jmax,alpha,alpha_adj,marginal_level_or_power,marginal_mcse,fwer,fwer_mcse,conjunctive_power,conjunctive_power_mcse,disjunctive_power,disjunctive_power_mcse,fdr,fdr_mcse,E_J,sd_J,q05_J,q50_J,q95_J,P_J_eq_Jmax,ci_coverage,bias,rmse,mean_wall,seed,theta_vector,marginal_estimand,marginal_by_contrast,marginal_mcse_by_contrast,mean_fdp,ci_coverage_mcse,bootstrap_B,benchmark_residual_corr,n_true_alternatives,n_true_nulls,planning_target_met_all,marginal_contrast_1,marginal_contrast_1_mcse,marginal_contrast_2,marginal_contrast_2_mcse,marginal_contrast_3,marginal_contrast_3_mcse,marginal_contrast_4,marginal_contrast_4_mcse,marginal_contrast_5,marginal_contrast_5_mcse,marginal_contrast_6,marginal_contrast_6_mcse,cell_index,module_cell,theta_mult,B,alpha_plan,alpha_note,source_module,projected_R
B_0328,B_joint,normal,3,bh,0.0,0.0,D3,2000,50,1000,0.05,0.016666666666666666,0.024833333333333332,0.0034797010567639924,0.0535,0.005031786462082826,,,,,0.0535,0.005031786462082826,70.7635,8.369741199702652,58.0,70.0,85.0,0.0,0.9163333333333333,0.004071169385916434,0.16890381619181058,0.00052665534299922,400328,"[0.0,0.0,0.0]",level,"[0.0215,0.0255,0.0275]","[0.003243281517229116,0.003524893615415932,0.0036567574434189644]",0.0535,0.006191387387151427,999,0.0,0,3,1.0,0.0215,0.003243281517229116,0.0255,0.003524893615415932,0.0275,0.0036567574434189644,,,,,,,328,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0329,B_joint,normal,3,bh,0.0,0.0,D4,2000,50,1000,0.05,0.016666666666666666,0.024000000000000004,0.00342227994179319,0.0525,0.004987171041783107,,,,,0.0525,0.004987171041783107,120.3815,18.91612956579649,91.0,119.0,153.0,0.0,0.9806666666666667,-0.0019172190393732635,0.13117201377357,0.0004461297940015356,400329,"[0.0,0.0,0.0]",level,"[0.021,0.0265,0.0245]","[0.0032061659345704488,0.0035915003828483716,0.003456859123539749]",0.0525,0.0030789247762453968,999,0.0,0,3,1.0,0.021,0.0032061659345704488,0.0265,0.0035915003828483716,0.0245,0.003456859123539749,,,,,,,329,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0330,B_joint,normal,3,bh,0.0,0.5,D3,2000,50,1000,0.05,0.016666666666666666,0.8145000000000001,0.008691655480977141,,,0.686,0.010377957409818176,0.9195,0.006083574196144895,0.0,0.0,70.856,7.991136589997696,58.0,71.0,84.0,0.0,0.9155,0.0034375193350706748,0.16942708170121779,0.0004569913425002596,400330,"[0.5,0.5,0.5]",power,"[0.818,0.809,0.8165]","[0.008627745939699432,0.008789738335126933,0.00865528018032923]",0.0,0.006219314672855845,999,0.0,3,0,1.0,0.818,0.008627745939699432,0.809,0.008789738335126933,0.8165,0.00865528018032923,,,,,,,330,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0331,B_joint,normal,3,bh,0.0,0.5,D4,2000,50,1000,0.05,0.016666666666666666,0.952,0.004779958158812692,,,0.9035,0.006602565789145914,0.988,0.0024347484469653133,0.0,0.0,119.6405,18.04927310863238,91.0,118.0,150.0,0.0,0.9848333333333333,-0.002715287173546931,0.1311818175668568,0.0004391548535004404,400331,"[0.5,0.5,0.5]",power,"[0.956,0.9485,0.9515]","[0.004586065852122058,0.004942051699446293,0.004803527349771207]",0.0,0.0027328226148882117,999,0.0,3,0,1.0,0.956,0.004586065852122058,0.9485,0.004942051699446293,0.9515,0.004803527349771207,,,,,,,331,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0332,B_joint,empirical_copula,3,bh,0.0,0.0,D3,2000,50,1000,0.05,0.016666666666666666,0.023833333333333335,0.003410667497393696,0.0605,0.005331029450303197,,,,,0.0605,0.005331029450303197,74.709,11.587765919278834,57.95,74.0,95.0,0.0,0.9081666666666667,-0.0017705820676356006,0.16635138335808353,0.0006882101885003067,400332,"[0.0,0.0,0.0]",level,"[0.025,0.022,0.0245]","[0.0034910600109422352,0.003279939023823461,0.003456859123539749]",0.0605,0.006457552640986452,999,0.0,0,3,1.0,0.025,0.0034910600109422352,0.022,0.003279939023823461,0.0245,0.003456859123539749,,,,,,,332,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0333,B_joint,empirical_copula,3,bh,0.0,0.0,D4,2000,50,1000,0.05,0.016666666666666666,0.0165,0.0028484864401994267,0.044,0.0045860658521220555,,,,,0.044,0.0045860658521220555,123.681,22.64599829992045,91.0,121.0,163.0,0.0,0.9845,0.0008560596057620196,0.1278539963919656,0.0006712439240000094,400333,"[0.0,0.0,0.0]",level,"[0.015,0.016,0.0185]","[0.0027179955849853765,0.0028057084666800293,0.003013117156700018]",0.044,0.0027622228367747558,999,0.0,0,3,1.0,0.015,0.0027179955849853765,0.016,0.0028057084666800293,0.0185,0.003013117156700018,,,,,,,333,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0334,B_joint,empirical_copula,3,bh,0.0,0.5,D3,2000,50,1000,0.05,0.016666666666666666,0.8370000000000001,0.008259267522002177,,,0.6525,0.010647622974166581,0.966,0.004052406692324946,0.0,0.0,75.2775,11.98672155970931,58.0,74.0,97.0,0.0,0.9128333333333334,-0.0004350732136012737,0.16119504221846176,0.0007088069945002645,400334,"[0.5,0.5,0.5]",power,"[0.833,0.8475,0.8305]","[0.008339994004794009,0.008038773227302782,0.008389569416841366]",0.0,0.006307481228227669,999,0.0,3,0,1.0,0.833,0.008339994004794009,0.8475,0.008038773227302782,0.8305,0.008389569416841366,,,,,,,334,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0335,B_joint,empirical_copula,3,bh,0.0,0.5,D4,2000,50,1000,0.05,0.016666666666666666,0.9535,0.004708383480558906,,,0.885,0.007133547504573023,0.995,0.0015771810295587513,0.0,0.0,124.1725,22.303065792621425,91.0,122.0,165.0,0.0,0.983,-0.0012592942762837656,0.13177120624366453,0.0007158995994996076,400335,"[0.5,0.5,0.5]",power,"[0.954,0.947,0.9595]","[0.0046842288586276416,0.005009540897128201,0.004407933189148855]",0.0,0.0028905881754411173,999,0.0,3,0,1.0,0.954,0.0046842288586276416,0.947,0.005009540897128201,0.9595,0.004407933189148855,,,,,,,335,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0336,B_joint,normal,3,bh,0.3,0.0,D3,2000,50,1000,0.05,0.016666666666666666,0.005333333333333333,0.00162863269169093,0.0135,0.0025804796065847916,,,,,0.0135,0.0025804796065847916,70.518,8.744008005485814,57.0,70.0,85.0,0.0,0.9573333333333334,-0.004926934717175209,0.14169220204806043,0.0004439321729987569,400336,"[0.0,0.0,0.0]",level,"[0.005,0.0045,0.0065]","[0.0015771810295587506,0.0014966211945579282,0.0017969070649312946]",0.0135,0.0045191936350538345,999,0.0,0,3,1.0,0.005,0.0015771810295587506,0.0045,0.0014966211945579282,0.0065,0.0017969070649312946,,,,,,,336,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0337,B_joint,normal,3,bh,0.3,0.0,D4,2000,50,1000,0.05,0.016666666666666666,0.0165,0.0028484864401994267,0.0455,0.004659922209651144,,,,,0.0455,0.004659922209651144,85.834,12.050412607043793,68.0,84.0,107.0,0.0,0.9845,-0.0019017439587638823,0.127337083625523,0.00044496757100023385,400337,"[0.0,0.0,0.0]",level,"[0.0175,0.0145,0.0175]","[0.002932042803234632,0.0026729898989708138,0.002932042803234632]",0.0455,0.0027622228367747558,999,0.0,0,3,1.0,0.0175,0.002932042803234632,0.0145,0.0026729898989708138,0.0175,0.002932042803234632,,,,,,,337,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0338,B_joint,normal,3,bh,0.3,0.5,D3,2000,50,1000,0.05,0.016666666666666666,0.8591666666666667,0.007778152272730186,,,0.7335,0.009886297335200878,0.948,0.0049646752159632785,0.0,0.0,70.545,8.974518092911731,57.0,70.0,86.0,0.0,0.9571666666666667,-0.0010828824686075292,0.14308747400652486,0.0004299458655004855,400338,"[0.5,0.5,0.5]",power,"[0.8475,0.8605,0.8695]","[0.008038773227302782,0.00774724951192357,0.00753225563825339]",0.0,0.0045276174136563724,999,0.0,3,0,1.0,0.8475,0.008038773227302782,0.8605,0.00774724951192357,0.8695,0.00753225563825339,,,,,,,338,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0339,B_joint,normal,3,bh,0.3,0.5,D4,2000,50,1000,0.05,0.016666666666666666,0.9598333333333334,0.004390518508989313,,,0.9035,0.006602565789145914,0.9945,0.0016537457482938467,0.0,0.0,85.8525,12.448764747957927,67.0,85.0,107.0,0.0,0.9818333333333333,-0.0024052508100262473,0.12865918962619238,0.00041393748699920254,400339,"[0.5,0.5,0.5]",power,"[0.963,0.9575,0.959]","[0.004220841148396847,0.004510751046111944,0.00443390347211123]",0.0,0.0029863555455512066,999,0.0,3,0,1.0,0.963,0.004220841148396847,0.9575,0.004510751046111944,0.959,0.00443390347211123,,,,,,,339,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0340,B_joint,empirical_copula,3,bh,0.3,0.0,D3,2000,50,1000,0.05,0.016666666666666666,0.007333333333333333,0.0019078201638985206,0.021,0.0032061659345704488,,,,,0.021,0.0032061659345704488,75.064,12.823724264035,56.0,74.0,98.0,0.0,0.9546666666666667,-0.002530380725216966,0.14009623252773146,0.0006887303920011618,400340,"[0.0,0.0,0.0]",level,"[0.008,0.0075,0.0065]","[0.0019919839356781974,0.0019292161620720473,0.0017969070649312946]",0.021,0.004651785798068427,999,0.0,0,3,1.0,0.008,0.0019919839356781974,0.0075,0.0019292161620720473,0.0065,0.0017969070649312946,,,,,,,340,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0341,B_joint,empirical_copula,3,bh,0.3,0.0,D4,2000,50,1000,0.05,0.016666666666666666,0.018333333333333337,0.002999768509587217,0.052,0.004964675215963275,,,,,0.052,0.004964675215963275,93.437,16.94004223725549,68.0,92.0,125.04999999999995,0.0,0.9825,-0.0007631244954344517,0.12838538788333398,0.0006552107360002993,400341,"[0.0,0.0,0.0]",level,"[0.018,0.017,0.02]","[0.0029728773940409987,0.002890588175441116,0.0031304951684997056]",0.052,0.002932042803234629,999,0.0,0,3,1.0,0.018,0.0029728773940409987,0.017,0.002890588175441116,0.02,0.0031304951684997056,,,,,,,341,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0342,B_joint,empirical_copula,3,bh,0.3,0.5,D3,2000,50,1000,0.05,0.016666666666666666,0.8593333333333334,0.00777430239814337,,,0.6715,0.010502089077893026,0.9865,0.0025804796065847873,0.0,0.0,74.7525,12.46792860703012,56.0,73.0,97.0,0.0,0.9571666666666667,-0.0032533550415144953,0.1394384835131739,0.0006380872199988517,400342,"[0.5,0.5,0.5]",power,"[0.865,0.8625,0.8505]","[0.007641171376170017,0.007700446415630719,0.007973385416496557]",0.0,0.0045276174136563724,999,0.0,3,0,1.0,0.865,0.007641171376170017,0.8625,0.007700446415630719,0.8505,0.007973385416496557,,,,,,,342,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0343,B_joint,empirical_copula,3,bh,0.3,0.5,D4,2000,50,1000,0.05,0.016666666666666666,0.9573333333333333,0.004519193635053841,,,0.8865,0.007092874946028586,0.9985,0.0008653756409790912,0.0,0.0,93.648,18.01766066946539,69.0,91.0,127.0,0.0,0.982,-0.00032819904852277916,0.12739997446038243,0.000710876344499411,400343,"[0.5,0.5,0.5]",power,"[0.9545,0.962,0.9555]","[0.004659922209651143,0.004275277768753747,0.004610843198374891]",0.0,0.002972877394041,999,0.0,3,0,1.0,0.9545,0.004659922209651143,0.962,0.004275277768753747,0.9555,0.004610843198374891,,,,,,,343,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0344,B_joint,normal,3,bh,0.6,0.0,D3,2000,50,1000,0.05,0.016666666666666666,0.0005,0.0004998749843710925,0.0015,0.0008653756409791069,,,,,0.0015,0.0008653756409791069,69.575,9.896937657679773,54.0,69.0,86.0,0.0,0.9913333333333333,-0.002726174089410162,0.10866116931560595,0.0004799453205014288,400344,"[0.0,0.0,0.0]",level,"[0.0,0.001,0.0005]","[0.0,0.0007067531393633848,0.0004998749843710925]",0.0015,0.0020726258171164906,999,0.0,0,3,1.0,0.0,0.0,0.001,0.0007067531393633848,0.0005,0.0004998749843710925,,,,,,,344,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0345,B_joint,normal,3,bh,0.6,0.0,D4,2000,50,1000,0.05,0.016666666666666666,0.018166666666666668,0.0029863555455512066,0.048,0.0047799581588126895,,,,,0.048,0.0047799581588126895,50.732,7.081890707995994,40.0,50.0,63.049999999999955,0.0,0.9836666666666667,-0.0015609723557618036,0.12795172723672524,0.0004566340960009256,400345,"[0.0,0.0,0.0]",level,"[0.019,0.0165,0.019]","[0.003052785613173647,0.0028484864401994267,0.003052785613173647]",0.048,0.002834303755382928,999,0.0,0,3,1.0,0.019,0.003052785613173647,0.0165,0.0028484864401994267,0.019,0.003052785613173647,,,,,,,345,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0346,B_joint,normal,3,bh,0.6,0.5,D3,2000,50,1000,0.05,0.016666666666666666,0.9315000000000001,0.005648351529428737,,,0.8405,0.008187177474563502,0.9915,0.0020527725154044657,0.0,0.0,70.1785,9.818535417769802,55.0,70.0,88.0,0.0,0.991,0.0006515716404325817,0.10789241588280238,0.0004391047499993874,400346,"[0.5,0.5,0.5]",power,"[0.9335,0.929,0.932]","[0.005571254347092763,0.005742778073371805,0.005629209535982825]",0.0,0.002111752826445369,999,0.0,3,0,1.0,0.9335,0.005571254347092763,0.929,0.005742778073371805,0.932,0.005629209535982825,,,,,,,346,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0347,B_joint,normal,3,bh,0.6,0.5,D4,2000,50,1000,0.05,0.016666666666666666,0.9708333333333332,0.0037627099424631665,,,0.9275,0.005798437289477226,0.997,0.0012229063741758816,0.0,0.0,50.9625,7.024606305694292,41.0,50.0,64.0,0.0,0.9833333333333333,0.0022245335927828258,0.12871971940652788,0.0004725160500001948,400347,"[0.5,0.5,0.5]",power,"[0.97,0.971,0.9715]","[0.003814446224552132,0.0037522659820433853,0.003720735814324901]",0.0,0.002862594006219616,999,0.0,3,0,1.0,0.97,0.003814446224552132,0.971,0.0037522659820433853,0.9715,0.003720735814324901,,,,,,,347,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0348,B_joint,empirical_copula,3,bh,0.6,0.0,D3,2000,50,1000,0.05,0.016666666666666666,0.0005,0.0004998749843710925,0.0015,0.0008653756409791069,,,,,0.0015,0.0008653756409791069,74.0385,14.226771163900823,53.0,73.0,100.0,0.0,0.9826666666666667,-0.0002547372216195461,0.1138213798206432,0.0007210698805010906,400348,"[0.0,0.0,0.0]",level,"[0.0005,0.0005,0.0005]","[0.0004998749843710925,0.0004998749843710925,0.0004998749843710925]",0.0015,0.0029182947836783784,999,0.0,0,3,1.0,0.0005,0.0004998749843710925,0.0005,0.0004998749843710925,0.0005,0.0004998749843710925,,,,,,,348,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0349,B_joint,empirical_copula,3,bh,0.6,0.0,D4,2000,50,1000,0.05,0.016666666666666666,0.020833333333333332,0.003193689524324144,0.058,0.0052266624149642565,,,,,0.058,0.0052266624149642565,61.363,11.01844957332927,44.0,61.0,80.0,0.0,0.98,-0.0033039105643802844,0.12763574069199995,0.0006475218604991824,400349,"[0.0,0.0,0.0]",level,"[0.018,0.0255,0.019]","[0.0029728773940409987,0.003524893615415932,0.003052785613173647]",0.058,0.003130495168499707,999,0.0,0,3,1.0,0.018,0.0029728773940409987,0.0255,0.003524893615415932,0.019,0.003052785613173647,,,,,,,349,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0350,B_joint,empirical_copula,3,bh,0.6,0.5,D3,2000,50,1000,0.05,0.016666666666666666,0.9128333333333334,0.006307481228227669,,,0.7795,0.009270376205958419,0.9945,0.0016537457482938467,0.0,0.0,73.636,14.32946279523416,52.0,73.0,100.0,0.0,0.9833333333333333,-0.0009704461176217789,0.1133173158064944,0.0006680118900003435,400350,"[0.5,0.5,0.5]",power,"[0.915,0.904,0.9195]","[0.006235984284778145,0.006587260432076448,0.006083574196144895]",0.0,0.002862594006219616,999,0.0,3,0,1.0,0.915,0.006235984284778145,0.904,0.006587260432076448,0.9195,0.006083574196144895,,,,,,,350,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0351,B_joint,empirical_copula,3,bh,0.6,0.5,D4,2000,50,1000,0.05,0.016666666666666666,0.9553333333333333,0.004619066764810595,,,0.8805,0.0072532665055132246,0.9985,0.0008653756409790912,0.0,0.0,61.4095,11.28329782244535,45.0,60.0,81.0,0.0,0.9803333333333333,0.000875671815854786,0.12762703049718005,0.0006981289314990136,400351,"[0.5,0.5,0.5]",power,"[0.9475,0.9645,0.954]","[0.004987171041783106,0.0041376170678302255,0.0046842288586276416]",0.0,0.003104825992619308,999,0.0,3,0,1.0,0.9475,0.004987171041783106,0.9645,0.0041376170678302255,0.954,0.0046842288586276416,,,,,,,351,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0352,B_joint,normal,3,bh,0.9,0.0,D3,2000,50,1000,0.05,0.016666666666666666,0.0,0.0,0.0,0.0,,,,,0.0,0.0,68.29,11.988073239682848,50.0,67.0,89.0,0.0,1.0,0.0003651917354869745,0.05464498906728576,0.0004537246359996061,400352,"[0.0,0.0,0.0]",level,"[0.0,0.0,0.0]","[0.0,0.0,0.0]",0.0,0.0,999,0.0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,352,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0353,B_joint,normal,3,bh,0.9,0.0,D4,2000,50,1000,0.05,0.016666666666666666,0.016,0.0028057084666800293,0.0425,0.0045107510461119445,,,,,0.0425,0.0045107510461119445,15.3535,1.718585973991409,13.0,15.0,18.0,0.0,0.9851666666666666,-0.001324446619227989,0.11402096568197993,0.0005205182215013337,400353,"[0.0,0.0,0.0]",level,"[0.015,0.015,0.018]","[0.0027179955849853765,0.0027179955849853765,0.0029728773940409987]",0.0425,0.0027030820886125143,999,0.0,0,3,1.0,0.015,0.0027179955849853765,0.015,0.0027179955849853765,0.018,0.0029728773940409987,,,,,,,353,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0354,B_joint,normal,3,bh,0.9,0.5,D3,2000,50,1000,0.05,0.016666666666666666,0.9971666666666668,0.0011885507047567356,,,0.992,0.001991983935678198,1.0,0.0,0.0,0.0,68.343,12.195997335191574,50.0,67.0,90.0,0.0,1.0,0.00033802223176069483,0.05485065270041916,0.00047372919299959904,400354,"[0.5,0.5,0.5]",power,"[0.997,0.998,0.9965]","[0.0012229063741758816,0.0009989994994993746,0.0013205585939290896]",0.0,0.0,999,0.0,3,0,1.0,0.997,0.0012229063741758816,0.998,0.0009989994994993746,0.9965,0.0013205585939290896,,,,,,,354,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0355,B_joint,normal,3,bh,0.9,0.5,D4,2000,50,1000,0.05,0.016666666666666666,0.9786666666666667,0.0032309613292503367,,,0.942,0.005226662414964259,0.999,0.0007067531393633852,0.0,0.0,15.3765,1.745779983273952,13.0,15.0,18.0,0.0,0.9848333333333333,0.0002739838500033394,0.11503559543528279,0.0004856750840008317,400355,"[0.5,0.5,0.5]",power,"[0.9755,0.9765,0.984]","[0.0034568591235397466,0.0033873108803297025,0.00280570846668003]",0.0,0.0027328226148882117,999,0.0,3,0,1.0,0.9755,0.0034568591235397466,0.9765,0.0033873108803297025,0.984,0.00280570846668003,,,,,,,355,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0356,B_joint,empirical_copula,3,bh,0.9,0.0,D3,2000,50,1000,0.05,0.016666666666666666,0.0,0.0,0.0,0.0,,,,,0.0,0.0,71.0005,17.0253781088703,46.0,69.0,101.0,0.0,0.9998333333333334,0.002583582261216737,0.07355326425815377,0.0006793547074994421,400356,"[0.0,0.0,0.0]",level,"[0.0,0.0,0.0]","[0.0,0.0,0.0]",0.0,0.000288651077331153,999,0.0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,356,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0357,B_joint,empirical_copula,3,bh,0.9,0.0,D4,2000,50,1000,0.05,0.016666666666666666,0.03,0.00381444622455213,0.078,0.005996498978570746,,,,,0.078,0.005996498978570746,26.421,4.74960619420179,19.0,26.0,35.0,0.0,0.9735,-0.0012117478390597874,0.1219267140449905,0.0007518213295006717,400357,"[0.0,0.0,0.0]",level,"[0.034,0.0245,0.0315]","[0.0040524066923249445,0.003456859123539749,0.0039056209493497957]",0.078,0.00359150038284837,999,0.0,0,3,1.0,0.034,0.0040524066923249445,0.0245,0.003456859123539749,0.0315,0.0039056209493497957,,,,,,,357,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0358,B_joint,empirical_copula,3,bh,0.9,0.5,D3,2000,50,1000,0.05,0.016666666666666666,0.976,0.0034222799417931915,,,0.9455,0.005075911248239078,0.996,0.0014113823011501884,0.0,0.0,70.167,16.90920196224529,46.0,68.0,100.0,0.0,0.9991666666666666,0.003980964258274226,0.07344271944394272,0.0006551489920002496,400358,"[0.5,0.5,0.5]",power,"[0.9745,0.978,0.9755]","[0.00352489361541593,0.0032799390238234627,0.0034568591235397466]",0.0,0.000645228211134986,999,0.0,3,0,1.0,0.9745,0.00352489361541593,0.978,0.0032799390238234627,0.9755,0.0034568591235397466,,,,,,,358,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0359,B_joint,empirical_copula,3,bh,0.9,0.5,D4,2000,50,1000,0.05,0.016666666666666666,0.9358333333333334,0.005479475593318922,,,0.848,0.008027951170753346,0.9925,0.0019292161620720412,0.0,0.0,26.479,4.750006210522256,20.0,26.0,35.0,0.0,0.9743333333333334,0.00039954050998577734,0.12045146491824503,0.0006792681944989454,400359,"[0.5,0.5,0.5]",power,"[0.936,0.932,0.9395]","[0.00547284204047586,0.005629209535982825,0.005331029450303197]",0.0,0.003536091690616127,999,0.0,3,0,1.0,0.936,0.00547284204047586,0.932,0.005629209535982825,0.9395,0.005331029450303197,,,,,,,359,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0360,B_joint,normal,3,romano_wolf,-0.3,0.0,D3,2000,50,1000,0.05,0.05,0.02283333333333333,0.003340057800564402,0.0465,0.004708383480558906,,,,,,,70.606,8.704295721079335,57.0,70.0,86.0,0.0,0.787,0.0023084897419424783,0.1922760403350135,0.031612898901501464,400360,"[0.0,0.0,0.0]",level,"[0.0235,0.018,0.027]","[0.0033873108803297047,0.0029728773940409987,0.0036242930345103167]",,0.00915508055671822,999,0.0,0,3,1.0,0.0235,0.0033873108803297047,0.018,0.0029728773940409987,0.027,0.0036242930345103167,,,,,,,360,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0361,B_joint,normal,3,romano_wolf,-0.3,0.0,D4,2000,50,1000,0.05,0.05,0.0195,0.0030919047527373806,0.042,0.004485309353879618,,,,,,,113.8105,18.48839067496141,86.0,113.0,146.0,0.0,0.9535,0.001243605867681845,0.15069044531291304,0.036634238134500265,400361,"[0.0,0.0,0.0]",level,"[0.019,0.019,0.0205]","[0.003052785613173647,0.003052785613173647,0.00316857617866448]",,0.004708383480558906,999,0.0,0,3,1.0,0.019,0.003052785613173647,0.019,0.003052785613173647,0.0205,0.00316857617866448,,,,,,,361,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0362,B_joint,normal,3,romano_wolf,-0.3,0.5,D3,2000,50,1000,0.05,0.05,0.6645,0.010557929484515418,,,0.537,0.011149686094236015,0.795,0.009027042705116665,,,70.872,8.869363900528606,57.0,70.0,86.0,0.0,0.7821666666666667,0.0011366543610097167,0.19092569705241066,0.0331338381759997,400362,"[0.5,0.5,0.5]",power,"[0.651,0.661,0.6815]","[0.010658306619721539,0.010584871279330704,0.010417719280149566]",,0.00922989632179642,999,0.0,3,0,1.0,0.651,0.010658306619721539,0.661,0.010584871279330704,0.6815,0.010417719280149566,,,,,,,362,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0363,B_joint,normal,3,romano_wolf,-0.3,0.5,D4,2000,50,1000,0.05,0.05,0.8646666666666666,0.007649124859165991,,,0.78,0.009262828941527529,0.939,0.005351588549206677,,,114.136,18.31798307674729,85.95,113.0,146.0,0.0,0.953,-0.0020708855770873538,0.15190105047177788,0.035963150290001064,400363,"[0.5,0.5,0.5]",power,"[0.856,0.866,0.872]","[0.007850605072222142,0.007617217339685143,0.007470475219154402]",,0.004732388403332932,999,0.0,3,0,1.0,0.856,0.007850605072222142,0.866,0.007617217339685143,0.872,0.007470475219154402,,,,,,,363,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
